Source,Date,Author,Comment
6pmh1p7ElPY,2021-05-18T07:47:40Z,Bob Mousse, t'es vraiment sofistiqué pas naturelle donc moche retire ton maquillage 
6pmh1p7ElPY,2021-05-18T05:12:10Z,Sam Ali,🤮🤮🤮
6pmh1p7ElPY,2021-05-18T03:51:00Z,Soumia Djellab,💩
6pmh1p7ElPY,2021-05-17T23:49:53Z,Moulesmara Mohamed,"Hadak li raho ymaslak fi zwayzak ,tanik fiha khir"
6pmh1p7ElPY,2021-05-17T22:23:49Z,ياسمين ديلمي, . 
6pmh1p7ElPY,2021-05-17T19:22:51Z,Malak Mloka, 😕
6pmh1p7ElPY,2021-05-17T19:21:08Z,Hicham Mca, 💔💔💔💔😭😭😭🥵🥴😵🤕🤒🤧😪😓😥😴😫😢😱😱😱😱
6pmh1p7ElPY,2021-05-17T18:55:59Z,lotfi lotfi,Kas toi
6pmh1p7ElPY,2021-05-17T18:24:37Z,Fadila Benzenina, ... 🤣😌
6pmh1p7ElPY,2021-05-17T18:06:56Z,Chatta Mahrez, . 😂
6pmh1p7ElPY,2021-05-17T17:09:38Z,Nabil Nabil,Waaaaat malla 9irda😅😅😅
6pmh1p7ElPY,2021-05-17T17:01:01Z,Lynda Kermad,T à aucun charme
6pmh1p7ElPY,2021-05-17T16:59:49Z,Lynda Kermad,En dirai tu et sorti d un hôpital de fous
6pmh1p7ElPY,2021-05-17T15:09:41Z,Jeumana,😘💋💋
6pmh1p7ElPY,2021-05-17T14:44:33Z,hahh hammadi, 💋🥰
6pmh1p7ElPY,2021-05-17T12:38:42Z,ครϻÃ ГЄ๔, 😏😏😏
6pmh1p7ElPY,2021-05-17T12:36:40Z,maya mimi, !!
6pmh1p7ElPY,2021-05-17T11:19:59Z,Amira Hadji,Lah raki dayra l rouhk hagda bffff nar tdkhlilha nchlh
6pmh1p7ElPY,2021-05-17T10:50:39Z,Hamada Shawi, ✌🇵🇸🇩🇿✌
6pmh1p7ElPY,2021-05-17T07:40:36Z,Aminadj Djebloun,J'ai jamais vu une personne artificielle comme celle là
6pmh1p7ElPY,2021-05-17T07:06:14Z,hima hima,Qu'est-ce je l'aime pas....
6pmh1p7ElPY,2021-05-17T06:58:06Z,Neyney,Je ne sais pas pourquoi je naime pas cette fille vraiment ?
6pmh1p7ElPY,2021-05-17T03:25:00Z,David Beckham, 😒😒😒
6pmh1p7ElPY,2021-05-17T02:19:59Z,Abdeldjalil Dimane,U sound too much stupid and you think u smart go have life
6pmh1p7ElPY,2021-05-17T00:10:25Z,Kam Mag,C'est de la poubelle.
6pmh1p7ElPY,2021-05-17T00:03:38Z,Fadel Dekar, ..
6pmh1p7ElPY,2021-05-16T22:37:46Z,Bouziane Djebali,🤮🤮🤮🤮🤮🤮🤮🤮🤮
6pmh1p7ElPY,2021-05-16T22:30:36Z,njat Najat, 🤮🤮
6pmh1p7ElPY,2021-05-16T22:28:04Z,Khadidja Kha, . 
6pmh1p7ElPY,2021-05-16T22:25:08Z,mouradia Alger,il viendra le jour où elle pourra jamais faire ça khalouha taprofiti
6pmh1p7ElPY,2021-05-16T21:00:38Z,Kakou Boukellal,Hadi ay normal wachbiha tahder tgoul mongol hatta roha haja
6pmh1p7ElPY,2021-05-16T18:53:18Z,Just Nothing, 🥺😍💋
6pmh1p7ElPY,2021-05-16T17:05:51Z,Nawel Ben,Chefnek ftournage tkhawfi
6pmh1p7ElPY,2021-05-16T14:56:42Z,Jali Amal,Ça se prend pour u suédoise ou es le naturel
6pmh1p7ElPY,2021-05-16T11:03:11Z,Nima Nima Nima, ...... 
6pmh1p7ElPY,2021-05-16T09:19:04Z,Nesrin Nesrin,L'h t3awji fomk?
6pmh1p7ElPY,2021-05-16T08:28:35Z,Seif Toto,Débile hhhhh
6pmh1p7ElPY,2021-05-15T23:21:53Z,Abdelkader Brahim,Makach ga3 chira tsagamakha lmikro tkhali fl rajal ylmasalha fi zdarha
6pmh1p7ElPY,2021-05-15T22:56:00Z,Miso Dz, ... 
6pmh1p7ElPY,2021-05-15T21:39:02Z,فكشفنا عنك غطاءك فبصرك اليوم حديد, 🤔
6pmh1p7ElPY,2021-05-15T09:06:28Z,Mina mina,Loukan ma narbahch hhhh yakhi jyaha bahdeltina
6pmh1p7ElPY,2021-05-15T07:48:59Z,Étoile Filante,Numediaaaa thabliiiii. Bonne continuation inchallah rabi yahafdek
6pmh1p7ElPY,2021-05-15T00:56:28Z,Asmaa Ca,superficielle a un point !
6pmh1p7ElPY,2021-05-14T23:51:51Z,Caruso Khaled,Yakhi souwa???
6pmh1p7ElPY,2021-05-14T23:34:33Z,yall cheri80,elle me dégoute je ne sais pas si je suis la seule 🙄
6pmh1p7ElPY,2021-05-14T23:20:33Z,romeissa chakour, ... 
6pmh1p7ElPY,2021-05-14T22:52:48Z,Fatma Rahmi,Nakraha kolchi artificiel
6pmh1p7ElPY,2021-05-14T22:46:23Z,Abdou sltan,Tu peux enlever une fois ds ta foutue vie le filtre.Arretes de parler comme une débile
6pmh1p7ElPY,2021-05-14T22:38:30Z,Yassine Wilder Mann, ... ... 
6pmh1p7ElPY,2021-05-14T22:26:22Z,Yz Kz,Rouhy takhray
6pmh1p7ElPY,2021-05-14T22:19:43Z,Hadile 🇩🇿,Barbi machallh 💐
6pmh1p7ElPY,2021-05-14T20:45:16Z,yahou yahou, 🤮🤮🤮🤮🤮
6pmh1p7ElPY,2021-05-14T18:23:45Z,Etoile Soleil,Nunu ici t'es trop artificielle alors que tu n'as pas besoin 🤡
6pmh1p7ElPY,2021-05-14T17:31:00Z,slash slash, 🤮
6pmh1p7ElPY,2021-05-14T16:07:55Z,Namrine nanou,Bon courage
6pmh1p7ElPY,2021-05-14T14:05:15Z,Rimkadz15,Chienne
6pmh1p7ElPY,2021-05-14T13:21:54Z,maya hibel, .... ...
6pmh1p7ElPY,2021-05-14T13:18:52Z,Khaled Khalido,Fi khire kaye lhalbe walgalbe
6pmh1p7ElPY,2021-05-14T13:08:35Z,Nabil Nabil,Tu es médiocre.
6pmh1p7ElPY,2021-05-14T13:00:11Z,Amine Usma,Bahloula
6pmh1p7ElPY,2021-05-14T11:53:15Z,Sara Zer,Mais pourquoi elle parle comme ça. Elle est très artificielle
6pmh1p7ElPY,2021-05-14T11:29:27Z,Lounes Alouane,Amine ma très chère adorables Poupée 💎💎
6pmh1p7ElPY,2021-05-14T08:05:43Z,Rafik Ait abdelkoui,Rabi yahdik kbal mayfut lhal
6pmh1p7ElPY,2021-05-14T01:17:09Z,Ouziane Kachi,Fiha khra machi khir
6pmh1p7ElPY,2021-05-13T23:56:16Z,Reine Chouchoutée, please
6pmh1p7ElPY,2021-05-13T20:52:53Z,Toufik Aigoun, . 
6pmh1p7ElPY,2021-05-13T20:14:05Z,Amirã LøutSs, 😒 
6pmh1p7ElPY,2021-05-13T18:35:31Z,Otmane Qahoui,Hchiti rasak fbidou dyal maquillage
6pmh1p7ElPY,2021-05-13T17:02:30Z,Maram Lilya,Khrya 9dk mkch mklh t7ty ro7k actrisse t3 khrdj m3ndkch 7ta t3 whda comedienne sm yt9atr mn wdjhk atrbay w hbssi l3ra khi khmja
6pmh1p7ElPY,2021-05-13T15:01:07Z,SpainOran Canada,"Vous êtes très belle, votre programme est top mais je naime pas quand vous comportez comme une Barby, une fille fragile et en quelques sortes blonde stupide. Je suis sure vous plus forte et combattante q votre image le montre. Soyez un exemple denseigner aux plus jeunes filles q le succès nest pas des lentilles et des perruques artificielles... cest beaucoup plus profond et dure travail...."
6pmh1p7ElPY,2021-05-13T06:06:21Z,Mme TABOURI ASSIA, . 
6pmh1p7ElPY,2021-05-13T05:14:15Z,ZH ZH,Khiba
6pmh1p7ElPY,2021-05-13T04:50:13Z,Khalfoun Mahfoud,Fiha dine babak atahane ou farhane
6pmh1p7ElPY,2021-05-13T03:22:35Z,Adem Adem,Wdjah lakhra
6pmh1p7ElPY,2021-05-13T02:11:56Z,كمال كمال, 😕
6pmh1p7ElPY,2021-05-13T01:28:51Z,adel Bounaas,Fiha char
6pmh1p7ElPY,2021-05-12T23:29:14Z,Hamza Diafi,9alwti lagoch chaba 3lik
6pmh1p7ElPY,2021-05-12T22:20:00Z,musique Dz,Adorable 😘😘😘
6pmh1p7ElPY,2021-05-12T21:41:54Z,yadadend dahmane,Zéro zéro zéro zéro zéro pour toi et ton pere
6pmh1p7ElPY,2021-05-12T21:34:43Z,Oumessad Mustapha,Hadi rayha takhra wakil fiha khiiir
6pmh1p7ElPY,2021-05-12T20:23:05Z,Miss Indépendance,🤮🤮🤮🤮🤮🤮🤮 ta façon de parler
6pmh1p7ElPY,2021-05-12T18:16:24Z,Nawel Haddouche,arrête de parler comme ça me saoule
6pmh1p7ElPY,2021-05-12T17:33:55Z,Moumouh Halfaoui,Tal3abha nachghal bébé w 3andha 28 wla 27 ans kabri chwiya din babak
6pmh1p7ElPY,2021-05-12T16:50:15Z,Bilal Milano,Walhe thchmi 3liha
6pmh1p7ElPY,2021-05-12T16:38:46Z,Kaddour Rolami, les animaux
6pmh1p7ElPY,2021-05-12T15:49:24Z,Souad Chawch,La voix ta3eha raht m dokhan w chrab 😂🤣
6pmh1p7ElPY,2021-05-12T15:08:16Z,Amine Amin,Bhloula
6pmh1p7ElPY,2021-05-12T15:06:47Z,Hamid Amroun,Bas fond
6pmh1p7ElPY,2021-05-12T11:33:45Z,La.diva. Assou,rabi ykamelak femme classe je t'adord 💋💕🤗
6pmh1p7ElPY,2021-05-12T07:55:03Z,Miss Algérie, .
6pmh1p7ElPY,2021-05-12T07:41:54Z,Nath Rzine,C'est nul .il n'y a rien de constructifs n
6pmh1p7ElPY,2021-05-11T23:06:41Z,Alhamdou li Allah, . 
6pmh1p7ElPY,2021-05-11T18:03:26Z,Salima Boukraa,Bella bellissimo 👏👏🌺🌺🌺🌺🌺🌺🇩🇿🇩🇿
6pmh1p7ElPY,2021-05-11T13:18:59Z,god of anime,Adorable un air frais
6pmh1p7ElPY,2021-05-11T13:08:47Z,Névada Razane, grandie un peu
6pmh1p7ElPY,2021-05-11T13:04:50Z,Zora Maz,Bravo ma belle 👍
6pmh1p7ElPY,2021-05-11T11:39:07Z,Sirine Hameud,Chkoun had l3agouna hhhhh
6pmh1p7ElPY,2021-05-11T10:55:10Z,Fleurs Fleurs,Tu es trop trop belle numedia
6pmh1p7ElPY,2021-05-11T09:16:32Z,Zina Mary,Ahdri mlih wechbik saha z3ma cute hhhhh
6pmh1p7ElPY,2021-05-11T08:15:04Z,Benlaiid Mohamed, .
6pmh1p7ElPY,2021-05-11T06:52:50Z,Milou Dek, vos lentilles sont magnifiques
6pmh1p7ElPY,2021-05-11T00:00:26Z,rouabah mounira, ( ) .....
6pmh1p7ElPY,2021-05-10T23:54:02Z,Halim Sakar,Jatak
6pmh1p7ElPY,2021-05-10T23:45:47Z,Nassima 1986,C'est quoi cette façon de parler ridicule.
6pmh1p7ElPY,2021-05-10T23:15:35Z,Mohamed mohamed, ..... ..... 
6pmh1p7ElPY,2021-05-10T23:07:35Z,Mouna Bouabdallah,🤮🤮🤮🤮🤮
6pmh1p7ElPY,2021-05-10T21:33:27Z,nadine rina med, la voix ... .
6pmh1p7ElPY,2021-05-10T20:39:30Z,Kate Pock,Très belle et très adorable 🥰
6pmh1p7ElPY,2021-05-10T18:06:56Z,lotus flower, . 
6pmh1p7ElPY,2021-05-10T12:44:58Z,Sidali Kabyle, .. .. ... !!
6pmh1p7ElPY,2021-05-09T23:35:57Z,Amel Siali,Adorable
6pmh1p7ElPY,2021-05-09T19:17:56Z,Hamid Merbah,Que Dieux te protège inchallah
6pmh1p7ElPY,2021-05-09T18:51:36Z,Rouge Alaf, . 
6pmh1p7ElPY,2021-05-09T17:27:39Z,Fatou,Je les vue cette émission tu a eu des larmes
6pmh1p7ElPY,2021-05-09T17:14:57Z,Hichem Rami, .. .. ..
6pmh1p7ElPY,2021-05-09T15:47:20Z,aline bella,notre marilyn monroe nationale bisous
6pmh1p7ElPY,2021-05-09T14:00:19Z,Zahra Djelloul, !!!! psychologue 😕 🤷‍♀️ n'est ce pas?!
6pmh1p7ElPY,2021-05-09T13:57:32Z,Zahra Djelloul,😘😍
6pmh1p7ElPY,2021-05-09T13:45:05Z,Nabil Belkacem,Lghi
6pmh1p7ElPY,2021-05-09T09:52:41Z,Nassim Tita,Trop ya social
6pmh1p7ElPY,2021-05-08T21:48:08Z,Soso sophie,Tu parle comme les débile
6pmh1p7ElPY,2021-05-08T21:47:05Z,mostafa chikhaoui, .. 
6pmh1p7ElPY,2021-05-08T09:48:54Z,Hammou Madjid,🤮🤮🤮🤮🤮
6pmh1p7ElPY,2021-05-08T09:22:10Z,Animar Mira Cheguevara,Elle n'est pas normale cette fille elle se prend pour qui? On dirait elle c drogué n'importe quoi tafha
6pmh1p7ElPY,2021-05-08T00:35:43Z,Sajo Sajo,"Je ne sais pas mais pourquoi elle fait ses gestes ,elle se prend pour qui n'importe quoi"
6pmh1p7ElPY,2021-05-07T22:12:30Z,Yazid Djari,Salut nomedia ça va bien c'est ce soir l'émission
RXO6xcCklxs,2021-05-23T14:13:00Z,Sabah Sahraoui, 😉
RXO6xcCklxs,2021-05-21T00:47:38Z,Yazid Djari,Bébé d'amour bébé d'amour sucre et sucré
RXO6xcCklxs,2021-05-19T14:39:53Z,w Badaoui,. 
RXO6xcCklxs,2021-05-17T23:09:28Z,ROCKY EDEN,Les abrutis du net. Quelle médiocrité 😭😭😭👍👌👏🕊️✌️🙏
RXO6xcCklxs,2021-05-17T16:31:21Z,Ahmed Djaoui, ..............
RXO6xcCklxs,2021-05-17T14:59:00Z,Zora Maz,Trop belle Machallah 👍
RXO6xcCklxs,2021-05-16T18:40:29Z,Houria Benbou, . 
RXO6xcCklxs,2021-05-16T13:56:31Z,Radia 7595,Tu nes pas capable non plus de jouer timoucha
RXO6xcCklxs,2021-05-14T16:18:59Z,Abdelkader Merouani,Nti ghil filtre ou 7 kilo de maquillage chofi rohak f alhan ou chabeb min dkhlak zin nti tlhgi timoucha hna bghitintayhi b mina latrech basah ryahti b rohak
RXO6xcCklxs,2021-05-14T13:38:44Z,Suhir Benbellat,😶😶😶😕😕
RXO6xcCklxs,2021-05-13T22:57:11Z,Titous Souhila,Machi zinek mayasmahlakch laljiri kamal bnatha chabin ana wahda nti matbani walo 9adami Jat l 3a9lak jat la jyahtek ya9atchi samta rahj lokan ja rahj yahdar lokan 9lk yarham babak sagmi rouhak
RXO6xcCklxs,2021-05-12T20:54:47Z,Zahra Sadeek, . 
RXO6xcCklxs,2021-05-11T20:52:18Z,mouradia Alger,Cette fille a toujours de la pêche malgré que tajiyah
RXO6xcCklxs,2021-05-10T15:02:35Z,غَـيْمـَّــة,‍ 🔥
RXO6xcCklxs,2021-05-10T13:13:05Z,Amine Badi,"Salam familia 🙏.Malgré tout, avec ou sans perruque Khty 👈, vous restez une très belle meuf 👍🙏.Saha ftorkom 🍴 🍽️.Amine d'Alger 🇩🇿."
RXO6xcCklxs,2021-05-09T23:27:25Z,Amir Rania Amira, 😯
RXO6xcCklxs,2021-05-08T17:43:30Z,russel clara,I mean !!! Are you serious or I'm not understanding properly?
RXO6xcCklxs,2021-05-08T01:10:56Z,أمي وابنتي, . 
RXO6xcCklxs,2021-05-06T02:47:52Z,Chahinez Ikessoulene,Grève bahloula drari
RXO6xcCklxs,2021-05-05T16:55:57Z,abdou ŕž, sofistiquée miss monde
RXO6xcCklxs,2021-05-04T19:44:39Z,rico co, ☺️
RXO6xcCklxs,2021-05-04T00:02:21Z,Hãlā Slïoūa, jow sans filtre 🤣🤣🤣
RXO6xcCklxs,2021-05-03T22:20:48Z,abdel abdellatif, 😂 ✈ 
RXO6xcCklxs,2021-05-03T20:17:38Z,amina sennouci, 👎👎👎
RXO6xcCklxs,2021-05-03T19:42:54Z,Mouna Bouhouche, 🙄🙄🙄🙄🙄🙄
RXO6xcCklxs,2021-05-03T10:52:46Z,Lina Papicha, 😂😂😂😂😂
RXO6xcCklxs,2021-05-02T21:34:19Z,Naya Bvb,"yaaaw chaba 3lik, nti li matchabhi lwalo, hacha khal9 raby"
RXO6xcCklxs,2021-05-02T16:04:21Z,ikram0605 93,"C est une malade Hadi , "
RXO6xcCklxs,2021-05-02T14:16:13Z,Soumi Welt, 😅
RXO6xcCklxs,2021-05-02T11:49:07Z,DENIA NABILA,Non c pas une question de zine ma chérie c une question de don qui nest pas donné à tous😉
RXO6xcCklxs,2021-05-02T08:21:02Z,Fã rid Melouka, 😂😂😂 
RXO6xcCklxs,2021-05-02T01:16:22Z,freedom tv show, ... ... ...
RXO6xcCklxs,2021-05-02T01:06:10Z,Lila Oran, 😂
RXO6xcCklxs,2021-05-02T00:22:20Z,Hakim Kassoul, 🤔😏😐
RXO6xcCklxs,2021-05-01T23:45:53Z,Abbas Hamada, 👎😲😪 
RXO6xcCklxs,2021-05-01T22:10:30Z,Zina Karim, 😑😑 
RXO6xcCklxs,2021-05-01T20:26:57Z,Hassen Boussaid,Rouhi na3l djad waladik yamakhanz
RXO6xcCklxs,2021-05-01T20:21:00Z,Nina Mk,Ta3 wjhk
RXO6xcCklxs,2021-05-01T17:12:27Z,Rabah Saadi,"Tchef, tez."
RXO6xcCklxs,2021-05-01T14:30:07Z,Adil Nabillarim,Mwaskha hadi tfooo
RXO6xcCklxs,2021-05-01T14:19:52Z,Hamadi Bentahar, 😘😘😘😘😘😘😘🖤🖤🖤🖤🖤❤❤❤❤❤❤😘😘😘😘😘💋💋💋💋💋
RXO6xcCklxs,2021-05-01T11:06:27Z,Ayram Kenzy,Tu mas fait rire
RXO6xcCklxs,2021-05-01T00:47:52Z,Hakim Hakim, 😥
RXO6xcCklxs,2021-04-30T23:31:19Z,Bensabeur Lahouari,Theblini lomok. Waw tu es si belle.
RXO6xcCklxs,2021-04-30T22:18:48Z,Miyaz31 Hasni, g 
RXO6xcCklxs,2021-04-30T21:38:20Z,ino star,Timoucha avec full make-up et filtre hhhhh mohale
RXO6xcCklxs,2021-04-30T20:28:15Z,Mostepha HAOUAS,🤮🤮
RXO6xcCklxs,2021-04-30T20:24:50Z,Mohammed Mahdi,"Un rôle pour un acteur il ne s'agit jamais l'aspect physique, il s'agit fondamentalement l'âme créatrice ya bhloula. Malheureusement toi tu fais partie de Dimoucha elm3riffa fi koulech."
RXO6xcCklxs,2021-04-30T19:54:38Z,L'algérien B,🤏🤣🤣🤣😱😱😱😱😱😱🤮🤮🤮🤮🤮🤮🤮🤮
RXO6xcCklxs,2021-04-30T18:29:27Z,samir khaous,You're silly
RXO6xcCklxs,2021-04-30T18:09:24Z,Karfalahe Nabil, hhhhhhh
RXO6xcCklxs,2021-04-30T18:02:31Z,ภเภค ภเภเtค, 🥀 
RXO6xcCklxs,2021-04-30T17:53:21Z,Med Feddag, 🤔🤔 
RXO6xcCklxs,2021-04-30T17:09:09Z,Aymen Dz, . 
RXO6xcCklxs,2021-04-30T17:08:42Z,hicham Bouklila,Tu es nul
RXO6xcCklxs,2021-04-30T16:20:25Z,Galaxy Client, 😞😢
RXO6xcCklxs,2021-04-30T15:45:19Z,matoub Adnane, !!! 
RXO6xcCklxs,2021-04-30T14:48:42Z,mina minoucha,Non mais c quoi encore cette remarque tu te croi plus jolie que mina que mina n'est pas assè joli donc peut jouer le rôle non mais t folle si elle a été choisi c prsk c l'une des meilleurs actrice algérienne qui c d'adapter a différents personnage tu devrais essayer d'apprendre d'elle et sortir de ton éternel role de pimbêche perso je suis fatigué de te voir joué encore et encore le mm rôle
RXO6xcCklxs,2021-04-30T14:42:37Z,Karim Koki, 🤮🤢
RXO6xcCklxs,2021-04-30T14:18:21Z,Yousra Brihi, 💯😡😒
RXO6xcCklxs,2021-04-30T14:11:18Z,ahmed ouissi, . .
RXO6xcCklxs,2021-04-30T13:44:39Z,Hassiba Sail, . 
RXO6xcCklxs,2021-04-30T13:12:34Z,Jdh Jejehd,Hhhhhh za3ma nti chaba bazaf kitnahi lmikapndiri pirik ta3 taymecha w9eli zini mayasmahliiich takhrag 3lik
RXO6xcCklxs,2021-04-30T13:09:03Z,Farid Djayet,Kelba tt de trafique
RXO6xcCklxs,2021-04-30T12:12:13Z,le Monde De mira,Ta3 wedjhak diri timocha khatik temtil ghir tbahlil fik
RXO6xcCklxs,2021-04-30T11:57:39Z,Hamid Hamido, 👺
RXO6xcCklxs,2021-04-30T11:49:21Z,Hacinidz Anes,Dayra ki lakhra watchman zin 3andak
RXO6xcCklxs,2021-04-30T11:41:36Z,Chikh Hakem,ki raki katla 3omrake w nti walou
RXO6xcCklxs,2021-04-30T11:04:46Z,Louna Lili, .
RXO6xcCklxs,2021-04-30T10:36:29Z,dora lia,"Tu es malade omg ct une maladie va te soigner koi dora tkoli zene aghasle wajhak prck taymocha chaba 3lik o ma tlahkehach jamais, tghede welah"
RXO6xcCklxs,2021-04-30T09:06:50Z,sofiane bekakra, 2050 .
RXO6xcCklxs,2021-04-30T08:57:00Z,Hamid djellal,Zinek ma smahlekch !!! 😂😂 Dayra ki Corona u ma smahlekch !?
RXO6xcCklxs,2021-04-30T08:31:50Z,zoé enzo,"Numidia je t'aime bien, mais même en rigolant y a des limites. Parce que la vrai timoucha est très belle et talentueuse.C'est une vraie artiste."
RXO6xcCklxs,2021-04-30T07:01:24Z,Ahmed Ahmed, 🤔 😉 😊 ♥♥
RXO6xcCklxs,2021-04-30T06:51:10Z,Lili Benze,🤮🤮
RXO6xcCklxs,2021-04-30T06:25:51Z,Lila lali,Allah Allah tu ma tuer de rire Allah yahdik wesh men zine b snapchat meme achedi iweli chbeb lool
RXO6xcCklxs,2021-04-30T05:49:40Z,kouka mariya,incomparable ... .... .
RXO6xcCklxs,2021-04-30T05:19:16Z,skandar solo,Thetemchavidh ar thkikot
RXO6xcCklxs,2021-04-30T05:09:30Z,Hichem Seba,Tban Mia Khalifa ki daret nwader 🤓
RXO6xcCklxs,2021-04-30T04:50:34Z,Meriem MIMI, simple
RXO6xcCklxs,2021-04-30T04:23:10Z,dida dolly, 🤧🤧
RXO6xcCklxs,2021-04-30T04:00:04Z,Melissa Hammoudi,Alors la
RXO6xcCklxs,2021-04-30T02:47:00Z,Hakima Ainouche,Thakhouniste
RXO6xcCklxs,2021-04-30T02:27:19Z,yamaha Bilal,Timocha khir mnk bzf
RXO6xcCklxs,2021-04-30T01:58:22Z,les Souvenir de Rai Sofiane, 😇
RXO6xcCklxs,2021-04-30T01:49:49Z,Ouargou Belhout, 😂 ... 😂 😁
RXO6xcCklxs,2021-04-30T01:13:47Z,Unlock Pro, .
RXO6xcCklxs,2021-04-30T01:07:27Z,bissan guzel,... .. .. .... .. .....
RXO6xcCklxs,2021-04-30T00:53:21Z,Fatima Hasni,Dayra kimanakoch zebla🤣🤣🤣
RXO6xcCklxs,2021-04-30T00:28:56Z,Rahmani Zaineb, .. 
RXO6xcCklxs,2021-04-30T00:25:00Z,Boualem Arib, -_-
RXO6xcCklxs,2021-04-30T00:22:50Z,Ahmed Bentata,La hawla wala gowa ila bellah ya latif ki dayra hacha rabi makhlag heureusement j'ai quitté blad hamdollah
RXO6xcCklxs,2021-04-30T00:19:13Z,Abir Benmechernene,Ana nebghik Numidia bssah chkeltiha fhad lhadra ta3gan hada
RXO6xcCklxs,2021-04-30T00:01:24Z,Rym Rymocha, 🤣🤣😂😂 
RXO6xcCklxs,2021-04-29T23:33:28Z,Fetheddine Soltane, 25 
RXO6xcCklxs,2021-04-29T23:31:35Z,Amine Omar, 😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣😂😂
RXO6xcCklxs,2021-04-29T23:31:26Z,Ryad Gaba,3achralaf mataswayhach madam tolmond
RXO6xcCklxs,2021-04-29T23:30:25Z,Moh Ben,Batardia
RXO6xcCklxs,2021-04-29T22:37:29Z,ilham الهام, . . 
RXO6xcCklxs,2021-04-29T22:37:28Z,JETSKI ISSAM,🤢🤢🤢🤢🤮🤮🤮
RXO6xcCklxs,2021-04-29T22:25:46Z,Khou Kha,Tmaliiiii....bâti rgalike fa maa bardine
RXO6xcCklxs,2021-04-29T22:08:06Z,tbeharli nsitou,Mal b
RXO6xcCklxs,2021-04-29T21:54:28Z,Hinda hindoucha, 😑😐😕🧐😬
RXO6xcCklxs,2021-04-29T21:49:58Z,Lyla Stf,Wlh kan tu dit mes bb Cheri une gamine bzf
RXO6xcCklxs,2021-04-29T21:43:28Z,Ikram kami,😛😛😛😛 😌
RXO6xcCklxs,2021-04-29T21:32:42Z,Nassima Bouh, . . 💕😍
RXO6xcCklxs,2021-04-29T21:25:04Z,Taga Salim, .. 
RXO6xcCklxs,2021-04-29T21:19:11Z,Abdel Ali,Sawtak sawtak
RXO6xcCklxs,2021-04-29T21:06:58Z,Amira saidh,Zinek heda raki makhlo3a bih ghir nti kaynin chabat o 3adrat 3lik o machi dayrin wach raki dayra b zinek heda li rak tahadri 3lih !!!!
RXO6xcCklxs,2021-04-29T20:14:05Z,aS LÏ 🌺🌼 dz, . 
RXO6xcCklxs,2021-04-29T19:53:45Z,Nesrine Assoui,Nti aslan matle9i diri welou raki 🤢ya 9etchaaaay 🤮fi temtil
RXO6xcCklxs,2021-04-29T18:39:06Z,Sofien Brahem, .... 
RXO6xcCklxs,2021-04-29T17:45:46Z,Benaceur Kheira, naturelle debila
RXO6xcCklxs,2021-04-29T17:20:33Z,Cha Chekikene,Tu veux dire que tu es plus Belle que Mina Lechtar qui est naturelle à 100% dans tes rêves bb on te connait avant tahlab
RXO6xcCklxs,2021-04-29T16:33:36Z,Kim Yacine,Filtre
RXO6xcCklxs,2021-04-29T15:20:54Z,Samou Benabed,Une vraie bête et débile
RXO6xcCklxs,2021-04-29T14:44:20Z,Raghda Tchrouka,Allh ghalab l mosalsal natfarjouh 3ela jal timoucha lokn matalti nti dawr ta3eha wlh mntfarjouh dsl chafti rouhek ki dayra gli3 zin li fik diri zin après hdri 3lih 0 tamtil ya hayyy 3ela dzyer wach rahi rafda
RXO6xcCklxs,2021-04-29T14:38:47Z,Haboba Mahboba, . 
RXO6xcCklxs,2021-04-29T14:38:07Z,Karim Benaicha, 🤦‍♂️😏
RXO6xcCklxs,2021-04-29T14:19:44Z,Sonia Ba, 😂🤣🤣🤣😂
RXO6xcCklxs,2021-04-29T14:17:52Z,Abir Souhil,Si si si 
RXO6xcCklxs,2021-04-29T14:03:55Z,Chenaf Zaki, .... 
RXO6xcCklxs,2021-04-29T14:02:30Z,Enseignantemoliere Algérie,"Emmmm ,quel horreur !"
RXO6xcCklxs,2021-04-29T11:36:57Z,thamazighth algérienne,tu abuse arrête de faire la mignonne
RXO6xcCklxs,2021-04-29T11:24:40Z,nourhane nourou, la façon de parler 
RXO6xcCklxs,2021-04-29T11:03:56Z,Leila Daou,Mahboula sah zin li chabab win tbani ntiya la voi doukhan
RXO6xcCklxs,2021-04-29T10:35:44Z,Fifita Youba,Timouch zella 3lik...
RXO6xcCklxs,2021-04-29T10:17:00Z,Chvkvt Dgvjv, 😏😏😏
RXO6xcCklxs,2021-04-29T08:49:51Z,omar cherdoudi,Khera khire menek
RXO6xcCklxs,2021-04-29T06:41:27Z,Bella Belle,Come down its too much 🤨
RXO6xcCklxs,2021-04-29T06:29:21Z,Adam BOSARI,Je pensais que la TV s'était fini pour elle..... ouai sans diplôme et talent il faut bien se vendre pour manager....💩
RXO6xcCklxs,2021-04-29T04:34:53Z,Mohamed Digou,Hagrouna
RXO6xcCklxs,2021-04-29T03:39:55Z,اسماء مينا, 😂😂😂😂😂
RXO6xcCklxs,2021-04-29T02:47:13Z,ZoUZi zIzou, 😭 
RXO6xcCklxs,2021-04-29T02:28:26Z,Sofiane DAOU,Ta3 wedjehak telah9i diri le rôle de timoucha raki b3iiiiiiiiiiida bezaf n
